index,municipios,homicidio_doloso,total_vitimas_homicidio_doloso,latrocinio,furtos,abigeato,furto_veiculo,roubos,roubo_veiculo,estelionato,delitos_armas_municoes,entorpecente_posse,entorpecente_trafico,vitimas_latrocinio,vitimas_lesao_corporal_morte,total_vitimas_crimes_violentos,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,ç
609,CONDOR,1,1,0,3,0,1,0,0,6,0,1,1,0,0,1,,,,,,,,,,,,,,,,
610,CONSTANTINA,0,0,0,4,0,1,0,0,8,1,0,1,0,0,0,,,,,,,,,,,,,,,,
611,COQUEIRO BAIXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
612,COQUEIROS DO SUL,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,
613,CORONEL BARROS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
614,CORONEL BICACO,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,
615,CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
616,COTIPORA,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,,,,,,,,,,,,,,,,
617,COXILHA,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,
618,CRISSIUMAL,0,0,0,9,0,0,0,0,5,1,1,2,0,0,0,,,,,,,,,,,,,,,,
619,CRISTAL,0,0,0,4,0,0,0,0,3,2,1,1,0,0,0,,,,,,,,,,,,,,,,
620,CRISTAL DO SUL,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
621,CRUZ ALTA,1,1,0,56,0,4,6,0,48,13,16,19,0,0,1,,,,,,,,,,,,,,,,
622,CRUZALTENSE,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
623,CRUZEIRO DO SUL,0,0,0,5,1,0,0,0,5,0,0,0,0,0,1,,,,,,,,,,,,,,,,
624,DAVID CANABARRO,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
625,DERRUBADAS,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
626,DEZESSEIS DE NOVEMBRO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
627,DILERMANDO DE AGUIAR,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
628,DOIS IRMAOS,0,0,0,6,0,0,1,1,15,1,3,2,0,0,0,,,,,,,,,,,,,,,,
629,DOIS IRMAOS DAS MISSOES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
630,DOIS LAJEADOS,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
631,DOM FELICIANO,0,0,0,3,0,1,1,0,5,1,0,1,0,0,0,,,,,,,,,,,,,,,,
632,DOM PEDRITO,0,0,0,28,6,0,5,0,14,0,4,8,0,0,0,,,,,,,,,,,,,,,,
633,DOM PEDRO DE ALCANTARA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
634,DONA FRANCISCA,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
635,DOUTOR RICARDO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
636,DR MAURICIO CARDOSO,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
637,ELDORADO DO SUL,3,4,0,39,2,0,3,0,43,1,9,12,0,0,4,,,,,,,,,,,,,,,,
638,ENCANTADO,1,1,0,28,1,1,1,0,20,0,8,0,0,0,1,,,,,,,,,,,,,,,,
639,ENCRUZILHADA DO SUL,1,1,0,18,6,0,1,0,3,1,2,0,0,0,1,,,,,,,,,,,,,,,,
640,ENGENHO VELHO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
641,ENTRE IJUIS,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
642,ENTRE RIOS DO SUL,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
643,EREBANGO,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
644,ERECHIM,1,1,0,99,0,4,8,3,69,13,28,15,0,0,1,,,,,,,,,,,,,,,,
645,ERNESTINA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
646,ERVAL GRANDE,0,0,0,3,0,0,0,0,2,1,0,1,0,0,0,,,,,,,,,,,,,,,,
647,ERVAL SECO,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,
648,ESMERALDA,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
649,ESPERANCA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
650,ESPUMOSO,0,0,0,10,1,0,0,0,6,3,0,0,0,0,0,,,,,,,,,,,,,,,,
651,ESTACAO,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
652,ESTANCIA VELHA,0,0,0,54,0,5,9,0,3,0,5,5,0,0,0,,,,,,,,,,,,,,,,
653,ESTEIO,1,1,0,73,0,5,26,0,64,0,16,7,0,0,1,,,,,,,,,,,,,,,,
654,ESTRELA,0,0,0,23,0,0,0,0,22,0,11,1,0,0,1,,,,,,,,,,,,,,,,
655,ESTRELA VELHA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
656,EUGENIO DE CASTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
657,FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
658,FARROUPILHA,0,0,0,51,1,5,5,2,59,4,9,11,0,0,0,,,,,,,,,,,,,,,,
659,FAXINAL DO SOTURNO,1,1,0,4,0,0,2,0,2,1,1,0,0,0,1,,,,,,,,,,,,,,,,
660,FAXINALZINHO,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
661,FAZENDA VILA NOVA,0,0,0,2,0,0,1,0,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,
662,FELIZ,0,0,0,6,0,0,0,0,10,0,2,2,0,0,0,,,,,,,,,,,,,,,,
663,FLORES DA CUNHA,1,2,0,9,1,1,0,0,12,2,2,0,0,0,2,,,,,,,,,,,,,,,,
664,FLORIANO PEIXOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
665,FONTOURA XAVIER,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
666,FORMIGUEIRO,0,0,0,0,0,1,0,0,7,0,0,2,0,0,0,,,,,,,,,,,,,,,,
667,FORQUETINHA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
668,FORTALEZA DOS VALOS,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
669,FREDERICO WESTPHALEN,0,0,0,11,0,1,1,0,17,3,18,1,0,0,0,,,,,,,,,,,,,,,,
670,GARIBALDI,0,0,0,14,0,4,1,1,20,0,6,0,0,0,0,,,,,,,,,,,,,,,,
671,GARRUCHOS,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
672,GAURAMA,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
673,GENERAL CAMARA,0,0,0,4,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
674,GENTIL,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,
675,GETULIO VARGAS,0,0,0,7,0,1,0,0,7,1,2,1,0,0,1,,,,,,,,,,,,,,,,
676,GIRUA,0,0,0,7,1,1,0,0,2,0,2,2,0,0,0,,,,,,,,,,,,,,,,
677,GLORINHA,1,1,0,5,0,1,0,1,5,1,1,0,0,0,1,,,,,,,,,,,,,,,,
678,GRAMADO,0,0,0,30,0,0,0,0,29,1,32,10,0,0,0,,,,,,,,,,,,,,,,
679,GRAMADO DOS LOUREIROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
680,GRAMADO XAVIER,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,
681,GRAVATAI,2,2,0,218,4,23,81,13,168,7,22,17,0,0,2,,,,,,,,,,,,,,,,
682,GUABIJU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
683,GUAIBA,0,0,0,48,2,3,16,0,28,8,25,3,0,0,0,,,,,,,,,,,,,,,,
684,GUAPORE,2,2,0,12,0,0,1,0,15,2,6,4,0,0,2,,,,,,,,,,,,,,,,
685,GUARANI DAS MISSOES,0,0,0,5,0,1,0,0,6,1,0,0,0,0,0,,,,,,,,,,,,,,,,
686,HARMONIA,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
687,HERVAL,0,0,0,10,4,0,1,0,4,1,2,0,0,0,0,,,,,,,,,,,,,,,,
688,HERVEIRAS,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
689,HORIZONTINA,0,0,0,22,0,2,1,0,10,2,0,0,0,0,0,,,,,,,,,,,,,,,,
690,HULHA NEGRA,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,
691,HUMAITA,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,
692,IBARAMA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
693,IBIACA,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
694,IBIRAIARAS,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
695,IBIRAPUITA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
696,IBIRUBA,2,2,0,7,1,0,3,0,10,1,3,1,0,0,2,,,,,,,,,,,,,,,,
697,IGREJINHA,0,0,0,16,1,2,1,0,10,0,9,2,0,0,0,,,,,,,,,,,,,,,,
698,IJUI,1,1,0,85,0,3,7,0,49,3,14,8,0,0,1,,,,,,,,,,,,,,,,
699,ILOPOLIS,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
700,IMBE,0,0,0,61,0,6,3,3,40,3,17,11,0,0,0,,,,,,,,,,,,,,,,
701,IMIGRANTE,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
702,INDEPENDENCIA,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
703,INHACORA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
704,IPE,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
705,IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
706,IRAI,0,0,0,7,0,0,0,0,2,2,0,2,0,0,0,,,,,,,,,,,,,,,,
707,ITAARA,0,0,0,9,3,0,1,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
708,ITACURUBI,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
709,ITAPUCA,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
710,ITAQUI,0,0,1,28,2,2,4,0,17,2,2,3,1,0,1,,,,,,,,,,,,,,,,
711,ITATI,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,
712,ITATIBA DO SUL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
713,IVORA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
714,IVOTI,0,0,0,7,0,0,1,0,12,0,4,2,0,0,0,,,,,,,,,,,,,,,,
715,JABOTICABA,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,
716,JACUIZINHO,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
717,JACUTINGA,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,
718,JAGUARAO,0,0,0,29,6,1,2,0,18,1,5,2,0,0,0,,,,,,,,,,,,,,,,
719,JAGUARI,0,0,0,7,1,0,0,0,4,0,4,0,0,0,0,,,,,,,,,,,,,,,,
720,JAQUIRANA,0,0,0,5,5,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
721,JARI,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
722,JOIA,0,0,0,5,3,0,1,0,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,
723,JULIO DE CASTILHOS,0,0,0,18,1,1,2,1,11,1,2,3,0,0,0,,,,,,,,,,,,,,,,
724,LAGOA BONITA DO SUL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
725,LAGOA DOS TRES CANTOS,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
726,LAGOA VERMELHA,2,2,0,45,3,0,4,0,20,4,13,5,0,0,2,,,,,,,,,,,,,,,,
727,LAGOAO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
728,LAJEADO,1,1,0,92,0,8,3,0,81,3,7,13,0,0,1,,,,,,,,,,,,,,,,
729,LAJEADO DO BUGRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
730,LAVRAS DO SUL,0,0,0,3,2,2,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
731,LIBERATO SALZANO,0,0,0,5,3,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
732,LINDOLFO COLLOR,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,
733,LINHA NOVA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
734,MACAMBARA,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
735,MACHADINHO,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,
736,MAMPITUBA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
737,MANOEL VIANA,0,0,0,1,0,0,0,0,2,1,0,4,0,0,0,,,,,,,,,,,,,,,,
738,MAQUINE,0,0,0,0,0,0,2,0,4,1,1,2,0,0,0,,,,,,,,,,,,,,,,
739,MARATA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
740,MARAU,1,1,0,38,4,3,0,0,30,2,1,2,0,0,1,,,,,,,,,,,,,,,,
741,MARCELINO RAMOS,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
742,MARIANA PIMENTEL,0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,
743,MARIANO MORO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
744,MARQUES DE SOUZA,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
745,MATA,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
746,MATO CASTELHANO,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,
747,MATO LEITAO,0,0,0,1,0,0,1,0,4,1,1,0,0,0,0,,,,,,,,,,,,,,,,
748,MATO QUEIMADO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
749,MAXIMILIANO DE ALMEIDA,0,0,0,2,0,0,0,0,2,1,1,1,0,0,0,,,,,,,,,,,,,,,,
750,MINAS DO LEAO,0,0,0,4,0,1,0,0,4,0,2,1,0,0,0,,,,,,,,,,,,,,,,
751,MIRAGUAI,0,0,0,4,0,1,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,
752,MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
753,MONTE ALEGRE DOS CAMPOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
754,MONTE BELO DO SUL,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
755,MONTENEGRO,0,0,0,59,1,3,5,0,40,2,18,10,0,0,0,,,,,,,,,,,,,,,,
756,MORMACO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
757,MORRINHOS DO SUL,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
758,MORRO REDONDO,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
759,MORRO REUTER,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
760,MOSTARDAS,0,0,0,11,1,0,1,0,4,0,1,1,0,0,0,,,,,,,,,,,,,,,,
761,MUCUM,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,
762,MUITOS CAPOES,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
763,MULITERNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
764,NAO-ME-TOQUE,0,0,0,6,0,0,1,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,,,
765,NICOLAU VERGUEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
766,NONOAI,0,0,0,3,1,0,2,0,5,1,2,2,0,0,0,,,,,,,,,,,,,,,,
767,NOVA ALVORADA,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
768,NOVA ARACA,0,0,0,1,0,0,1,0,3,0,4,1,0,0,0,,,,,,,,,,,,,,,,
769,NOVA BASSANO,0,0,0,3,0,0,0,0,6,0,1,2,0,0,0,,,,,,,,,,,,,,,,
770,NOVA BOA VISTA,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
771,NOVA BRESCIA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
772,NOVA CANDELARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
773,NOVA ESPERANCA DO SUL,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
774,NOVA HARTZ,0,0,0,11,0,1,1,0,14,1,4,2,0,0,0,,,,,,,,,,,,,,,,
775,NOVA PADUA,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
776,NOVA PALMA,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
777,NOVA PETROPOLIS,0,0,0,8,0,0,0,0,5,1,9,0,0,0,0,,,,,,,,,,,,,,,,
778,NOVA PRATA,0,0,0,8,0,2,0,0,12,0,9,16,0,0,0,,,,,,,,,,,,,,,,
779,NOVA RAMADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
780,NOVA ROMA DO SUL,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,,,,,,,,,,,,,,,,
781,NOVA SANTA RITA,2,2,0,26,2,2,4,2,17,0,2,0,0,0,2,,,,,,,,,,,,,,,,
782,NOVO BARREIRO,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
783,NOVO CABRAIS,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
784,NOVO HAMBURGO,5,5,0,214,1,17,55,20,168,10,30,15,0,0,5,,,,,,,,,,,,,,,,
785,NOVO MACHADO,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
786,NOVO TIRADENTES,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
787,NOVO XINGU,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
788,OSORIO,1,1,0,70,2,2,2,1,31,1,8,14,0,0,1,,,,,,,,,,,,,,,,
789,PAIM FILHO,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
790,PALMARES DO SUL,0,0,0,25,2,0,4,0,10,2,3,4,0,0,0,,,,,,,,,,,,,,,,
791,PALMEIRA DAS MISSOES,1,1,0,29,0,2,1,1,6,2,6,1,0,0,1,,,,,,,,,,,,,,,,
792,PALMITINHO,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,,,,,,,,,,,,,,,,
793,PANAMBI,0,0,0,23,0,3,1,0,26,0,14,4,0,0,0,,,,,,,,,,,,,,,,
794,PANTANO GRANDE,0,0,0,6,0,0,0,0,9,0,1,0,0,0,0,,,,,,,,,,,,,,,,
795,PARAI,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
796,PARAISO DO SUL,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
797,PARECI NOVO,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
798,PAROBE,0,0,0,23,0,5,3,1,41,1,12,3,0,0,0,,,,,,,,,,,,,,,,
799,PASSA SETE,1,1,0,2,0,1,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,
800,PASSO DO SOBRADO,0,0,0,5,3,0,0,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,
801,PASSO FUNDO,3,3,0,189,1,31,38,0,120,9,20,20,0,0,4,,,,,,,,,,,,,,,,
802,PAULO BENTO,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
803,PAVERAMA,0,0,0,1,0,0,1,0,7,0,2,0,0,0,0,,,,,,,,,,,,,,,,
804,PEDRAS ALTAS,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
805,PEDRO OSORIO,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
806,PEJUCARA,0,0,0,4,0,0,0,0,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,
807,PELOTAS,2,2,0,312,2,14,111,4,161,8,9,21,0,0,2,,,,,,,,,,,,,,,,
808,PICADA CAFE,0,0,0,6,0,0,0,0,2,1,3,0,0,0,0,,,,,,,,,,,,,,,,
809,PINHAL,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
810,PINHAL DA SERRA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
811,PINHAL GRANDE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
812,PINHEIRINHO DO VALE,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,,,,,,,,,,,,,,,,
813,PINHEIRO MACHADO,0,0,0,10,1,0,0,0,14,1,0,0,0,0,0,,,,,,,,,,,,,,,,
814,PINTO BANDEIRA,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,
815,PIRAPO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
816,PIRATINI,1,1,0,16,3,2,0,0,9,1,1,0,0,0,1,,,,,,,,,,,,,,,,
817,PLANALTO,0,0,0,7,0,0,0,0,4,1,3,0,0,0,0,,,,,,,,,,,,,,,,
818,POCO DAS ANTAS,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
819,PONTAO,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
820,PONTE PRETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
821,PORTAO,0,0,0,29,3,2,3,4,33,0,3,0,0,0,1,,,,,,,,,,,,,,,,
822,PORTO ALEGRE,20,24,3,2098,3,111,1116,111,1331,54,185,237,3,0,32,,,,,,,,,,,,,,,,
823,PORTO LUCENA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
824,PORTO MAUA,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
825,PORTO VERA CRUZ,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
826,PORTO XAVIER,0,0,0,6,3,0,0,0,4,1,2,0,0,0,0,,,,,,,,,,,,,,,,
827,POUSO NOVO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
828,PRESIDENTE LUCENA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
829,PROGRESSO,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,
830,PROTASIO ALVES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,
831,PUTINGA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
832,QUARAI,0,0,0,13,2,0,1,0,5,2,1,2,0,0,0,,,,,,,,,,,,,,,,
833,QUATRO IRMAOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
834,QUEVEDOS,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
835,QUINZE DE NOVEMBRO,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
836,REDENTORA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
837,RELVADO,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
838,RESTINGA SECA,0,0,0,13,2,0,0,0,3,1,3,0,0,0,0,,,,,,,,,,,,,,,,
839,RIO DOS INDIOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
840,RIO GRANDE,3,3,0,258,7,6,87,1,104,11,54,37,0,0,3,,,,,,,,,,,,,,,,
841,RIO PARDO,1,1,0,41,2,5,4,0,11,2,7,1,0,0,1,,,,,,,,,,,,,,,,
842,RIOZINHO,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
843,ROCA SALES,0,0,0,6,1,0,1,0,7,1,3,1,0,0,0,,,,,,,,,,,,,,,,
844,RODEIO BONITO,0,0,0,5,1,0,0,0,2,0,4,0,0,0,0,,,,,,,,,,,,,,,,
845,ROLADOR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
846,ROLANTE,1,2,0,7,0,4,2,0,6,0,7,4,0,0,2,,,,,,,,,,,,,,,,
